Quarter|Time|Home Action|Score|Diff|Away Action
Q4|05:13||69-57|+12|15 KEBEN M. 2Pts FG inside paint, Lay-up made
Q4|05:09|10 BROWN T. Turnover, Bad pass|||10 WILLIAMSON S. Steal
Q4|05:06|HELD C. Timeout|69-59|+10|10 WILLIAMSON S. 2Pts FG inside paint, Lay-up made
Q4|05:05|12 KUHSE T. Substitute out, 41 PANDI L. Substitute in|||
Q4|04:42|11 VERGE JR. A. 2PtsFG outside paint, Jump shot missed|||Defensive Team rebound
Q4|04:28||||WEATHERS M. Offensive foul (P2, T6)
Q4|04:28|9 FERNER J. Foul drawn|||
Q4|04:20|11 VERGE JR. A. Turnover, Ball handling|||0 HORNE D. Steal
Q4|04:15||69-61|+8|10 WILLIAMSON S. 2Pts FG fast break, Lay-up made, 00 WEATHERS M. Assist
Q4|03:59|10 BROWN T. 3Pts FG made, 41 PANDI L. Assist|72-61|+11|
Q4|03:50||72-63|+9|20 WEATHERS M. 2PtsFG inside paint, Dunk made
Q4|03:36|11 VERGE JR. A. 2PtsFG inside paint, Lay-up made|74-63|+11|
Q4|03:17||||20 WEATHERS M. 3PtsFG missed, 20 WEATHERS M. Offensive rebound
Q4|03:10||||0 HORNE D. 3PtsFG missed
Q4|03:09|Defensive Team rebound|||
Q4|03:09||||10 WILLIAMSON S. Personal foul, 2 free throws awarded (P4, T7)
Q4|03:09|10 BROWN T. Foul drawn|||
Q4|03:09|9 FERNER J. Substitute out, 5 BAMBA T. Substitute in|||
Q4|03:09|10 BROWN T. Free Throw missed 1 of 2|||
Q4|03:09|10 BROWN T. Free Throw made 2 of 2|75-63|+12|
Q4|02:59||75-65|+10|WEATHERS M. 2PtsFG inside paint, Dunk made, 20 WEATHERS M. Assist
Q4|02:35|10 BROWN T. 3PtsFG missed, 5 BAMBA T. Offensive rebound|||
Q4|02:24|11 VERGE JR. A. 2PtsFG inside paint, Jump shot missed|||10 WILLIAMSON S. Defensive rebound
Q4|02:13|10 BROWN T. Defensive rebound|||0 HORNE D. 3PtsFG missed
Q4|02:01|11 VERGE JR. A. Foul drawn|||0 HORNE D. Personal foul, 2 freethrows awarded (P5,T8)
Q4|02:01|41 PANDI L. Substitute out, 12 KUHSE T. Substitute in|||
Q4|02:01||||0 HORNE D. Substitute out, 6 FLOWERS M. Substitute in
Q4|02:01|11 VERGE JR. A. Free Throw made 1 of 2|76-65|+11|
Q4|02:01|11 VERGE JR. A. Free Throw missed 2 of 2|||10 WILLIAMSON S. Defensive rebound
Q4|01:54||76-67|+9|20 WEATHERS M. 2PtsFG fast break, Lay-up made
Q4|01:38|11 VERGE JR. A. Foul drawn|||10 WILLIAMSON S. Personal foul, 2 freethrows awarded (P5, T9)
Q4|01:38||||10 WILLIAMSON S. Substitute out, 11 ERSEK E. Substitute in
Q4|01:38|11 VERGE JR. A. Free Throw made 1 of 2|77-67|+10|
Q4|01:38|11 VERGE JR. A. Free Throw made 2 of 2|78-67|+11|
Q4|01:38|11 VERGE JR. A. Substitute out, 41 PANDI L. Substitute in|||
Q4|01:28||78-70|+8|6 FLOWERS M. 3Pts FG made, 20 WEATHERS M. Assist
Q4|01:28|41 PANDI L. Substitute out, 11 VERGE JR. A. Substitute in|||
Q4|01:20|11 VERGE JR. A. 2PtsFG inside paint, Lay-up made|80-70|+10|
Q4|01:12||80-72|+8|15 KEBEN M. 2Pts FG inside paint, Lay-up made, 20 WEATHERS M. Assist
Q4|01:12|10 BROWN T. Substitute out, 41 PANDI L. Substitute in|||
Q4|00:58|12 KUHSE T. 3Pts FG made, 11 VERGE JR. A. Assist|83-72|+11|
Q4|00:57||||JANSSON D. Timeout
Q4|00:57|41 PANDI L. Substitute out, 10 BROWN T. Substitute in|||
Q4|00:57|HELD C. Timeout|||
Q4|00:57|11 VERGE JR. A. Substitute out, 41 PANDI L. Substitute in|||
Q4|00:52||83-75|+8|20 WEATHERS M. 3PtsFG made, 6 FLOWERS M. Assist
Q4|00:33|12 KUHSE T. 3Pts FG made|86-75|+11|
Q4|00:28||||11 ERSEK E. Turnover, Travelling
Q4|00:28|41 PANDI L. Substitute out, 11 VERGE JR. A. Substitute in|||
Q4|00:12|21 THIEMANN L. Offensive foul (P2,T6)|||20 WEATHERS M. Foul drawn
Q4|00:10|11 VERGE JR. A. Substitute out, 41 PANDI L. Substitute in|||
Q4|00:05|41 PANDI L. Personal foul, 2 free throws awarded (P5,T7)|||6 FLOWERS M. Foul drawn
Q4|00:02|41 PANDI L. Substitute out, 11 VERGE JR. A. Substitute in|||
Q4|00:05||86-76|+10|6 FLOWERS M. Free Throw made 1 of 2
Q4|00:05|21 THIEMANN L. Defensive rebound|||6 FLOWERS M. Free Throw missed 2 of 2
